user_id,product_name,x1_views,x2_chars_pdf,x3_ship_page,x4_calc_used,x4_ship_cost,x5_assembly_page,x6_warranty,x7_return_page,x8_email_clicks,x9_chat_text,x10_reviews,Barrier_Class
1036,Стол обеденный,3,1,0,0,0.0,0,1,0,0,сломается отзывы,3,4
1037,Тумба прикроватная,2,1,0,0,0.0,0,1,1,2,здравствуйте интересует вернуть товар срок возврата,2,5
1038,Комод с зеркалом,2,1,0,0,0.0,0,1,1,0,подскажите как вернуть не подошло интересует возврат,0,5
1039,Стеллаж деревянный,2,2,0,0,0.0,1,0,1,2,сборка инструкция инструмент,2,3
1040,Стеллаж деревянный,1,1,0,0,0.0,0,1,0,1,гарантия страшно покупать вопрос сломается,4,4
1041,"Диван ""Комфорт""",2,0,0,0,0.0,0,0,1,0,хочу вернуть обмен пожалуйста здравствуйте условия,0,5
1042,Кресло офисное,6,1,0,1,3054.36,0,0,0,5,подскажите акция подешевле интересует,0,1
1043,Стол обеденный,7,0,0,1,1376.98,0,0,0,1,нет скидок интересует не по карману рассрочка,2,1
1044,Кровать двуспальная,3,1,0,1,2388.55,0,0,0,5,слишком высокая цена вопрос скидка нужно уточнить,2,1
1045,Стол обеденный,3,0,0,0,0.0,0,1,0,1,качество отзывы,5,4
1046,"Шкаф-купе ""Лофт""",3,0,0,0,0.0,0,1,0,2,интересует риск сломается надежность,9,4
1047,"Шкаф-купе ""Лофт""",2,0,0,0,0.0,0,1,1,0,процедура вернуть товар здравствуйте,2,5
1048,"Шкаф-купе ""Лофт""",1,0,0,0,0.0,0,1,0,1,отзывы подделка страшно покупать вопрос,6,4
1049,Комод с зеркалом,2,4,0,0,0.0,1,0,0,0,подскажите мастер инструмент интересует установка,0,3
1050,Тумба прикроватная,2,1,0,0,0.0,0,1,1,0,вернуть товар как вернуть,1,5
1051,Стол обеденный,3,1,0,0,0.0,0,0,1,1,хочу вернуть денег не вернули здравствуйте условия,0,5
1052,"Диван ""Комфорт""",1,4,0,0,0.0,1,0,0,0,сборка нет инструкции шурупы интересует,0,3
1053,Кресло офисное,2,2,0,0,0.0,1,0,0,0,сборка нет инструкции детали нужно уточнить,2,3
1054,Кровать двуспальная,9,6,0,0,0.0,0,0,0,1,подскажите размеры размер,0,2
1055,Комод с зеркалом,3,0,0,0,0.0,0,1,0,2,пожалуйста сертификация качество,8,4
1056,Стеллаж деревянный,9,5,0,0,0.0,0,0,0,1,габариты здравствуйте глубина подскажите размеры,1,2
1057,"Диван ""Комфорт""",2,0,0,1,1221.74,0,0,0,4,нет скидок акция,1,1
1058,Комод с зеркалом,6,7,0,0,0.0,0,0,0,2,замеры нужно уточнить высота,2,2
1059,"Шкаф-купе ""Лофт""",2,1,0,0,0.0,1,0,0,1,здравствуйте инструмент инструкция пожалуйста,0,3
1060,Стол обеденный,2,4,0,0,0.0,1,0,0,2,инструмент инструкция здравствуйте пожалуйста,2,3
1061,Тумба прикроватная,3,0,0,0,0.0,0,0,1,1,обмен денег не вернули хочу вернуть нужно уточнить,0,5
1062,Кресло офисное,1,2,0,0,0.0,0,1,1,0,условия срок возврата хочу вернуть,1,5
1063,Стол обеденный,3,0,0,0,0.0,0,1,0,1,риск страшно покупать сломается,4,4
1064,Стол обеденный,7,1,0,1,1187.17,0,0,0,5,рассрочка нужно уточнить нет скидок скидка пожалуйста,1,1
1065,Стеллаж деревянный,2,2,0,0,0.0,1,0,0,0,нет инструкции мастер интересует как закрепить нужно уточнить,2,3
1066,Стол обеденный,1,2,0,0,0.0,0,1,0,0,риск пожалуйста страшно покупать подделка вопрос,3,4
1067,Кресло офисное,2,4,0,0,0.0,1,0,0,1,мастер инструкция здравствуйте,0,3
1068,Комод с зеркалом,1,0,0,0,0.0,0,1,0,2,сертификация нет доверия риск,6,4
1069,Кровать двуспальная,2,0,0,0,0.0,0,1,1,2,здравствуйте вернуть товар процедура,1,5
1070,Кровать двуспальная,9,7,0,0,0.0,0,0,0,0,глубина габариты размер интересует,0,2
1071,Кресло офисное,5,0,0,1,3476.92,0,0,0,5,нет скидок подешевле здравствуйте цена,2,1
1072,Кресло офисное,6,0,0,1,1534.28,0,0,0,3,акция вопрос интересует цена,2,1
1073,Комод с зеркалом,5,2,0,1,1673.53,0,0,0,5,подешевле скидка вопрос нет скидок здравствуйте,0,1
1074,"Шкаф-купе ""Лофт""",4,6,0,0,0.0,0,0,0,2,подскажите здравствуйте ширина высота,0,2
1075,Комод с зеркалом,2,3,0,0,0.0,1,0,0,2,инструмент интересует пожалуйста мастер сборка,1,3
1076,Стол обеденный,4,0,0,1,1762.81,0,0,0,3,стоимость скидка,0,1
1077,Кресло офисное,2,3,0,0,0.0,1,0,0,2,интересует нет инструкции инструкция пожалуйста установка,4,3
1078,Стеллаж деревянный,1,3,0,0,0.0,1,0,0,0,инструмент сборка установка,1,3
1079,Кресло офисное,1,0,0,0,0.0,0,1,0,2,интересует подделка отзывы нужно уточнить,9,4
1080,Комод с зеркалом,3,2,0,0,0.0,0,1,0,2,пожалуйста подделка страшно покупать,7,4
1081,Тумба прикроватная,3,0,0,0,0.0,0,1,0,1,интересует здравствуйте сертификация сломается подделка,5,4
1082,Стеллаж деревянный,1,1,0,0,0.0,0,0,1,2,возврат не подошло хочу вернуть вопрос пожалуйста,0,5
1083,Кровать двуспальная,8,5,0,0,0.0,0,0,0,2,замеры влезет ли габариты,2,2
1084,Кресло офисное,1,2,0,0,0.0,0,1,0,2,сломается нет доверия,6,4
1085,"Шкаф-купе ""Лофт""",7,5,0,0,0.0,0,0,0,2,габариты вопрос ширина пожалуйста влезет ли,1,2
1086,Кровать двуспальная,4,2,0,1,1533.82,0,0,0,4,акция стоимость слишком высокая цена,2,1
1087,Кресло офисное,4,1,0,1,3250.89,0,0,0,4,скидка вопрос интересует нет скидок,2,1
1088,Стеллаж деревянный,1,2,0,0,0.0,0,1,1,2,хочу вернуть не подошло как вернуть,1,5
1089,Комод с зеркалом,1,2,0,0,0.0,0,1,0,1,подделка отзывы сломается,6,4
1090,Комод с зеркалом,2,2,0,0,0.0,0,0,1,2,возврат здравствуйте вернуть товар хочу вернуть подскажите,1,5
1091,Тумба прикроватная,7,1,0,1,2148.12,0,0,0,3,здравствуйте рассрочка подскажите не по карману дорого,0,1
1092,"Шкаф-купе ""Лофт""",4,0,0,1,2581.16,0,0,0,4,пожалуйста здравствуйте стоимость не по карману,3,1
1093,Тумба прикроватная,4,4,0,0,0.0,0,0,0,2,подскажите размеры нужно уточнить ширина подскажите высота,1,2
1094,Стол обеденный,6,0,0,1,1100.26,0,0,0,3,нет скидок нужно уточнить стоимость акция,0,1
1095,Комод с зеркалом,1,0,0,0,0.0,0,1,1,0,обмен вопрос денег не вернули,1,5
1096,Комод с зеркалом,3,1,0,0,0.0,1,0,0,2,нет инструкции детали мастер,2,3
1097,Кресло офисное,3,0,0,0,0.0,0,1,0,2,сломается качество сертификация,6,4
1098,Комод с зеркалом,6,0,0,1,1017.66,0,0,0,2,подскажите акция вопрос рассрочка нет скидок,1,1
1099,"Диван ""Комфорт""",7,1,0,1,1771.44,0,0,0,2,не по карману дорого подскажите здравствуйте рассрочка,1,1
1100,Кровать двуспальная,5,4,0,0,0.0,0,0,0,0,комната маленькая глубина замеры,0,2
1101,Кресло офисное,9,5,0,0,0.0,0,0,0,1,замеры влезет ли габариты,1,2
1102,Тумба прикроватная,1,1,0,0,0.0,1,0,0,1,вопрос сборка детали,3,3
1103,Кресло офисное,2,0,0,0,0.0,0,1,1,2,обмен не подошло денег не вернули,0,5
1104,Стол обеденный,5,0,0,1,947.33,0,0,0,3,здравствуйте интересует не по карману скидка,1,1
1105,Комод с зеркалом,4,1,0,1,3031.12,0,0,0,2,цена подскажите акция интересует,2,1
1106,Кровать двуспальная,4,1,0,1,3386.45,0,0,0,4,здравствуйте не по карману цена подешевле,3,1
1107,Стол обеденный,6,4,0,0,0.0,0,0,0,0,габариты комната маленькая не помещается,3,2
1108,"Шкаф-купе ""Лофт""",3,1,0,0,0.0,0,1,1,0,не подошло возврат,0,5
1109,Кровать двуспальная,10,7,0,0,0.0,0,0,0,0,комната маленькая габариты,1,2
1110,Стол обеденный,10,6,0,0,0.0,0,0,0,2,глубина размер ширина,0,2
1111,"Шкаф-купе ""Лофт""",6,3,0,0,0.0,0,0,1,0,ширина размер подскажите,1,2
1112,Кресло офисное,2,1,0,0,0.0,0,0,1,2,процедура хочу вернуть,3,5
1113,Тумба прикроватная,3,0,0,1,1258.7,0,0,0,1,слишком высокая цена не по карману,1,1
1114,Кресло офисное,2,1,0,0,0.0,1,0,0,2,интересует нет инструкции установка сборка,3,3
1115,"Шкаф-купе ""Лофт""",3,1,0,0,0.0,0,1,0,2,риск гарантия отзывы,9,4
1116,Кресло офисное,1,1,0,0,0.0,1,0,0,0,инструкция как закрепить вопрос здравствуйте детали,0,3
1117,Комод с зеркалом,2,2,0,0,0.0,1,0,0,1,пожалуйста детали инструкция шурупы,2,3
1118,Комод с зеркалом,3,0,0,1,2953.29,0,0,0,2,цена нет скидок,0,1
1119,Тумба прикроватная,2,3,0,0,0.0,1,0,0,2,сборка как закрепить нужно уточнить вопрос,1,3
1120,Стеллаж деревянный,4,3,0,0,0.0,0,0,0,1,замеры глубина здравствуйте,2,2
1121,Комод с зеркалом,10,6,0,0,0.0,0,0,0,2,не помещается габариты здравствуйте пожалуйста,0,2
1122,"Диван ""Комфорт""",3,1,0,0,0.0,0,1,1,0,срок возврата нужно уточнить вернуть товар пожалуйста,0,5
1123,Стеллаж деревянный,7,1,0,1,2202.95,0,0,0,4,дорого стоимость,1,1
1124,Комод с зеркалом,3,3,0,0,0.0,1,0,0,2,шурупы инструмент пожалуйста сложно собрать вопрос,4,3
1125,"Диван ""Комфорт""",3,1,0,0,0.0,0,0,1,2,интересует денег не вернули нужно уточнить хочу вернуть как вернуть,2,5
1126,"Шкаф-купе ""Лофт""",3,3,0,0,0.0,1,0,0,0,инструмент нет инструкции установка,0,3
1127,"Диван ""Комфорт""",1,0,0,0,0.0,0,0,1,2,срок возврата не подошло,1,5
1128,"Шкаф-купе ""Лофт""",3,1,0,0,0.0,1,0,0,0,детали нет инструкции,1,3
1129,Стол обеденный,2,1,0,0,0.0,0,1,0,0,качество сломается гарантия здравствуйте,7,4
1130,Стеллаж деревянный,2,1,0,0,0.0,0,1,1,0,обмен хочу вернуть возврат подскажите,0,5
1131,"Шкаф-купе ""Лофт""",2,0,0,0,0.0,0,1,0,1,сломается риск интересует здравствуйте,8,4
1132,Кровать двуспальная,6,3,0,0,0.0,0,0,0,1,подскажите комната маленькая габариты вопрос,1,2
1133,Кровать двуспальная,6,3,0,0,0.0,0,0,0,0,высота ширина комната маленькая подскажите здравствуйте,0,2
1134,Тумба прикроватная,1,0,0,0,0.0,0,1,0,1,интересует отзывы подделка гарантия,5,4
1135,"Шкаф-купе ""Лофт""",3,1,0,0,0.0,0,1,1,2,возврат пожалуйста процедура денег не вернули,0,5
1136,Стеллаж деревянный,2,0,0,0,0.0,0,1,1,1,вопрос денег не вернули не подошло,0,5
1137,Комод с зеркалом,3,1,0,0,0.0,0,1,0,0,нужно уточнить гарантия подскажите страшно покупать,3,4
1138,Кровать двуспальная,5,0,0,1,1773.01,0,0,0,4,пожалуйста скидка подешевле рассрочка,2,1
1139,"Шкаф-купе ""Лофт""",4,1,0,1,2304.99,0,0,0,5,скидка стоимость здравствуйте нет скидок,1,1
1140,Стеллаж деревянный,3,4,0,0,0.0,0,1,0,0,риск вопрос гарантия,5,4
1141,"Шкаф-купе ""Лофт""",3,0,0,0,0.0,0,1,0,0,качество пожалуйста нет доверия страшно покупать,5,4
1142,Комод с зеркалом,3,1,0,0,0.0,0,0,1,0,вернуть товар как вернуть,1,5
1143,"Шкаф-купе ""Лофт""",1,1,0,0,0.0,0,1,0,2,подскажите интересует страшно покупать отзывы,7,4
1144,"Диван ""Комфорт""",2,1,0,0,0.0,0,1,1,2,не подошло срок возврата интересует денег не вернули подскажите,2,5
1145,Стол обеденный,1,0,0,0,0.0,0,1,0,0,подделка нет доверия риск интересует,8,4
1146,Кровать двуспальная,3,4,0,0,0.0,1,0,0,1,нет инструкции здравствуйте вопрос шурупы сборка,0,3
1147,Кровать двуспальная,1,0,0,0,0.0,0,1,0,2,подделка надежность гарантия здравствуйте,8,4
1148,Стол обеденный,3,2,0,0,0.0,1,0,0,2,мастер инструкция шурупы,1,3
1149,Тумба прикроватная,3,3,0,0,0.0,1,0,0,0,сборка сложно собрать интересует,0,3
1150,Комод с зеркалом,7,5,0,0,0.0,0,0,0,1,габариты замеры размер,0,2
1151,Стеллаж деревянный,2,3,0,0,0.0,0,1,0,0,надежность здравствуйте сертификация,8,4
1152,Комод с зеркалом,1,0,0,0,0.0,0,0,1,2,процедура денег не вернули,1,5
1153,Кресло офисное,2,0,0,0,0.0,0,1,1,1,как вернуть условия,0,5
1154,"Шкаф-купе ""Лофт""",5,7,0,0,0.0,0,0,0,0,интересует комната маленькая размер габариты,0,2
1155,Кресло офисное,7,4,0,1,1481.25,0,0,0,3,цена рассрочка подскажите,3,1
1156,Тумба прикроватная,3,2,0,0,0.0,1,0,0,2,сборка шурупы пожалуйста подскажите,1,3
1157,Кровать двуспальная,3,1,0,0,0.0,1,0,0,2,сборка подскажите нет инструкции,2,3
1158,Тумба прикроватная,1,0,0,0,0.0,0,1,0,0,нет доверия подделка здравствуйте сломается,6,4
1159,"Диван ""Комфорт""",2,0,0,1,1621.45,0,0,0,4,скидка рассрочка цена интересует,2,1
1160,Комод с зеркалом,3,2,0,0,0.0,1,0,0,1,шурупы как закрепить инструмент,0,3
1161,Кровать двуспальная,3,2,0,0,0.0,0,1,0,2,страшно покупать нужно уточнить гарантия нет доверия,7,4
1162,Стеллаж деревянный,2,1,0,1,1263.31,0,0,0,2,не по карману рассрочка здравствуйте,1,1
1163,Стеллаж деревянный,6,4,0,0,0.0,0,0,0,0,вопрос подскажите размеры размер габариты,1,2
1164,Комод с зеркалом,6,2,0,1,3014.68,0,0,0,2,стоимость цена,1,1
1165,"Диван ""Комфорт""",1,0,0,0,0.0,0,1,0,1,страшно покупать интересует подделка,6,4
1166,Стеллаж деревянный,4,7,0,0,0.0,0,0,0,0,высота глубина габариты,2,2
1167,Стеллаж деревянный,9,4,0,0,0.0,0,0,0,0,глубина замеры подскажите интересует,1,2
1168,Кровать двуспальная,3,3,0,0,0.0,0,1,0,2,подделка отзывы здравствуйте интересует,6,4
1169,Кресло офисное,1,3,0,0,0.0,1,0,1,2,шурупы подскажите сложно собрать здравствуйте установка,2,3
1170,Тумба прикроватная,2,0,0,0,0.0,0,1,0,1,нет доверия гарантия отзывы,4,4
1171,Комод с зеркалом,5,5,0,0,0.0,0,0,0,0,нужно уточнить ширина габариты подскажите размеры,3,2
1172,Тумба прикроватная,2,3,0,0,0.0,1,0,0,2,как закрепить сложно собрать,1,3
1173,"Диван ""Комфорт""",2,0,0,0,0.0,0,1,0,0,подскажите отзывы нет доверия,4,4
1174,Стол обеденный,4,0,0,1,1679.88,0,0,0,2,подскажите скидка слишком высокая цена цена,0,1
1175,"Шкаф-купе ""Лофт""",3,0,0,0,0.0,0,1,0,1,риск отзывы,5,4
1176,"Диван ""Комфорт""",2,2,0,0,0.0,0,0,1,2,срок возврата возврат подскажите вопрос,0,5
1177,Кресло офисное,2,1,0,0,0.0,0,1,0,2,надежность интересует сломается подделка,7,4
1178,Стеллаж деревянный,3,3,0,1,1604.78,0,0,0,1,подскажите не по карману акция пожалуйста рассрочка,1,1
1179,"Шкаф-купе ""Лофт""",7,4,0,0,0.0,0,0,0,2,интересует габариты высота влезет ли,0,2
1180,Стеллаж деревянный,3,1,0,0,0.0,0,1,1,0,нужно уточнить пожалуйста вернуть товар условия,1,5
1181,Комод с зеркалом,3,4,0,0,0.0,1,0,0,2,инструмент сборка нет инструкции,1,3
1182,Стол обеденный,10,6,0,0,0.0,0,0,0,2,глубина размер замеры вопрос,1,2
1183,Стеллаж деревянный,2,3,0,1,2159.03,0,0,0,1,пожалуйста рассрочка скидка,1,1
1184,Стол обеденный,1,2,0,0,0.0,1,0,0,0,как закрепить инструмент инструкция вопрос,1,3
1185,"Шкаф-купе ""Лофт""",1,0,0,0,0.0,0,1,0,2,гарантия сломается пожалуйста,9,4
1186,Стол обеденный,3,1,0,0,0.0,0,1,0,2,риск качество нет доверия,7,4
1187,Комод с зеркалом,1,2,0,0,0.0,0,1,0,1,риск нет доверия,4,4
1188,Тумба прикроватная,4,1,0,1,3030.04,0,0,0,2,подешевле скидка пожалуйста вопрос,1,1
1189,"Диван ""Комфорт""",5,4,0,0,0.0,0,0,0,0,подскажите размеры не помещается габариты пожалуйста здравствуйте,2,2
1190,Комод с зеркалом,3,2,0,1,2323.87,0,0,1,4,подешевле слишком высокая цена,0,1
1191,"Шкаф-купе ""Лофт""",1,2,0,0,0.0,0,1,0,1,интересует подделка качество,9,4
1192,Стеллаж деревянный,2,1,0,0,0.0,0,1,0,2,надежность качество отзывы пожалуйста интересует,4,4
1193,Тумба прикроватная,1,2,0,0,0.0,0,1,1,0,как вернуть не подошло денег не вернули,1,5
1194,Кресло офисное,2,1,0,0,0.0,1,0,0,0,пожалуйста мастер нет инструкции шурупы,0,3
1195,Стеллаж деревянный,4,7,0,0,0.0,0,0,0,0,глубина не помещается ширина,0,2
1196,Комод с зеркалом,3,1,0,1,3188.09,0,0,0,2,пожалуйста вопрос не по карману акция слишком высокая цена,0,1
1197,Стол обеденный,1,1,0,0,0.0,1,0,0,0,сборка инструкция пожалуйста,0,3
1198,Кровать двуспальная,2,1,0,0,0.0,0,1,0,1,нет доверия нужно уточнить отзывы,9,4
1199,Кресло офисное,3,0,0,0,0.0,0,1,1,0,здравствуйте не подошло возврат нужно уточнить обмен,0,5
1200,Стеллаж деревянный,3,0,0,0,0.0,0,1,0,2,качество отзывы сертификация,4,4
1201,Тумба прикроватная,5,2,0,1,2991.88,0,0,0,3,не по карману слишком высокая цена нет скидок,2,1
1202,"Шкаф-купе ""Лофт""",3,1,0,0,0.0,1,0,0,1,нет инструкции сложно собрать подскажите здравствуйте инструмент,3,3
1203,Стеллаж деревянный,1,1,0,0,0.0,0,1,1,1,как вернуть хочу вернуть обмен,1,5
1204,Стол обеденный,2,1,0,0,0.0,0,1,0,0,сертификация сломается,4,4
1205,Тумба прикроватная,2,4,0,0,0.0,1,0,0,0,пожалуйста инструмент сборка подскажите установка,1,3
1206,Кресло офисное,1,2,0,0,0.0,1,0,0,1,подскажите инструмент нужно уточнить шурупы,0,3
1207,Тумба прикроватная,1,1,0,0,0.0,0,1,0,1,подделка нет доверия надежность,6,4
1208,Тумба прикроватная,2,0,0,0,0.0,0,1,0,2,гарантия риск,9,4
1209,Кровать двуспальная,5,2,0,1,1929.39,0,0,0,3,слишком высокая цена рассрочка здравствуйте,2,1
1210,Комод с зеркалом,2,2,0,0,0.0,0,1,0,1,нет доверия подделка,6,4
1211,Стеллаж деревянный,5,1,0,1,3148.05,0,0,0,3,дорого здравствуйте нет скидок не по карману пожалуйста,1,1
1212,"Диван ""Комфорт""",1,2,0,0,0.0,0,1,0,2,качество страшно покупать гарантия,9,4
1213,Кровать двуспальная,1,2,0,0,0.0,1,0,0,0,детали интересует шурупы,0,3
1214,Кровать двуспальная,1,4,0,0,0.0,0,1,1,2,процедура вопрос вернуть товар,3,5
1215,"Диван ""Комфорт""",2,3,0,0,0.0,1,0,0,2,детали нет инструкции подскажите интересует как закрепить,0,3
1216,"Шкаф-купе ""Лофт""",1,1,0,0,0.0,0,0,1,0,возврат не подошло как вернуть,3,5
1217,Комод с зеркалом,5,3,0,1,2122.42,0,0,0,2,дорого интересует акция,1,1
1218,"Диван ""Комфорт""",3,0,0,0,0.0,0,1,0,1,нет доверия сертификация,6,4
1219,Тумба прикроватная,9,6,0,0,0.0,0,0,0,1,глубина вопрос ширина подскажите,2,2
1220,Кровать двуспальная,5,4,0,0,0.0,0,0,0,1,комната маленькая влезет ли размер нужно уточнить,2,2
1221,Стеллаж деревянный,7,2,0,1,2458.3,0,0,0,1,скидка подешевле,1,1
1222,Стол обеденный,3,2,0,0,0.0,0,1,1,1,интересует денег не вернули нужно уточнить возврат,0,5
1223,Тумба прикроватная,2,1,0,0,0.0,0,1,0,1,страшно покупать подделка,4,4
1224,Стеллаж деревянный,10,3,0,0,0.0,0,0,0,1,нужно уточнить габариты вопрос высота,1,2
1225,Тумба прикроватная,1,0,0,0,0.0,0,1,0,2,нет доверия качество здравствуйте интересует надежность,5,4
1226,Кресло офисное,3,4,0,0,0.0,1,0,0,1,нет инструкции как закрепить пожалуйста шурупы,0,3
1227,Комод с зеркалом,1,4,0,0,0.0,1,0,1,2,здравствуйте мастер как закрепить шурупы,5,3
1228,Стеллаж деревянный,4,1,0,1,1561.18,0,0,0,1,рассрочка стоимость акция,0,1
1229,Тумба прикроватная,2,1,0,0,0.0,1,0,0,1,нет инструкции установка как закрепить,2,3
1230,Комод с зеркалом,5,0,0,1,3246.83,0,0,0,4,здравствуйте дорого нужно уточнить слишком высокая цена,1,1
1231,Стол обеденный,2,1,0,0,0.0,0,1,0,1,отзывы качество,9,4
1232,Комод с зеркалом,8,7,0,0,0.0,0,0,0,2,подскажите размеры замеры размер,2,2
1233,Кресло офисное,1,0,0,0,0.0,0,0,1,0,вернуть товар подскажите нужно уточнить процедура обмен,0,5
1234,"Шкаф-купе ""Лофт""",5,0,0,1,2626.28,0,0,0,4,акция не по карману подскажите пожалуйста подешевле,1,1
1235,Комод с зеркалом,1,1,0,0,0.0,0,1,0,1,качество отзывы,3,4
1236,Тумба прикроватная,3,1,0,0,0.0,0,1,0,2,качество нет доверия,7,4
1237,Комод с зеркалом,5,1,0,1,2003.73,0,0,0,5,здравствуйте вопрос дорого скидка цена,0,1
1238,Стеллаж деревянный,1,4,0,0,0.0,1,0,0,0,инструмент сложно собрать подскажите вопрос,1,3
1239,Кровать двуспальная,3,0,0,0,0.0,0,0,1,1,хочу вернуть обмен возврат,0,5
1240,Стеллаж деревянный,2,2,0,1,2866.35,0,0,0,3,дорого скидка подскажите не по карману,1,1
1241,Стеллаж деревянный,4,0,0,1,1454.09,0,0,0,2,скидка нет скидок,1,1
1242,Кровать двуспальная,2,4,0,0,0.0,0,1,1,0,условия здравствуйте хочу вернуть,2,5
1243,Комод с зеркалом,3,1,0,0,0.0,0,1,1,1,обмен как вернуть вернуть товар,1,5
1244,Стеллаж деревянный,7,6,0,0,0.0,0,0,0,1,вопрос габариты размер,1,2
1245,"Диван ""Комфорт""",5,3,0,0,0.0,0,0,0,0,подскажите размеры вопрос габариты замеры подскажите,0,2
1246,Кресло офисное,3,2,0,0,0.0,1,0,0,2,сложно собрать нет инструкции инструмент,2,3
1247,Кресло офисное,5,3,0,0,0.0,0,0,0,2,габариты не помещается глубина,1,2
1248,Стол обеденный,5,3,0,0,0.0,0,0,0,2,габариты глубина ширина,2,2
1249,Стеллаж деревянный,3,1,0,0,0.0,0,1,1,1,условия вернуть товар пожалуйста хочу вернуть,2,5
1250,Стеллаж деревянный,2,2,0,0,0.0,0,1,1,2,условия денег не вернули не подошло пожалуйста,0,5
1251,Стол обеденный,3,1,0,0,0.0,0,0,1,1,не подошло денег не вернули пожалуйста,1,5
1252,Стеллаж деревянный,5,6,0,0,0.0,0,0,0,0,ширина нужно уточнить высота глубина,1,2
1253,"Шкаф-купе ""Лофт""",5,4,0,0,0.0,0,0,0,0,подскажите размеры вопрос влезет ли замеры интересует,0,2
1254,Стол обеденный,1,3,0,0,0.0,1,0,0,1,сборка детали интересует сложно собрать,0,3
